stars,useful,funny,cool,text
4.0,1,0,2,stop hungry snack   browse store spare time find clean stocked   wide isle good selection bakery stuff flower usual grocery like locally snack like california kettle corn taco works slo   find semi unusual chip want store carry grab diet coke checkout happy   convenient parking lot staff friendly helpful   thank albertsons
4.0,0,0,0,new owner turn double threat bad food bad service shame love place
4.0,1,0,0,"dr. gloudemans wonderful doctor friendly upbeat recent research pro vaxx hooray proactive problem make sure thing worth worry about-- let eye problem month come referral specialist 

 mention billing hiccup receive bill say past NUM appointment fee despite pay copay office luckily straighten phone frustrating"
4.0,2,0,1,attend meeting homebuilders association new orleans food good take good care patron mimosa good small cup corn crab soup fantastic portion small grit grillade fantastic portion grade price $ NUM include photo menu convenience chance test wi fi give ambience quality food repeat
3.0,0,0,0,work frist eat cafe like leave building home lunch blue moon dreary day like today stay cobb salad gluten free nosher like add extra egg extra protein punch meat oil vinegar dressing ok lot museum visitor local employee come cheap price quick bite beware senior mondays 3rd monday month weekend lunchtime- usually busy NUM noon
5.0,2,0,0,"food ghini delicious french breakfast imaginable highly recommend egg provencale egg baste slice hot house tomato thyme garlic herb de provance baguette toast add great hashbrown mere dollar 
 personal favorite crepe sweet savory especially recommend spinach swiss"
4.0,0,0,0,unique spot graffiti style art wall delicious food option special hummus flavor good price great portion size greek steak pita guac hummus definitely
4.0,0,0,0,"like prep pastry twice month sunday   good trick learn waitlist arrive   long NUM mile restaurant add   great service 

 try number thing brunch excellent sweet think favorite breakfast sandwich   big drinker usually order ice team well try 

 staff nice   highly recommend visit town"
5.0,0,0,0,"great annual festival edmonton offer 

 fringe weekend join week performance variety venue play watch street performer musician schedule online find time buy ticket learn artist 

 half 104th close add space variety food vendor artisan vendor art jewelry clothing etc 

 good tip gourmet mini donut truck farmer market bit tuck away amazing 

 nice hour walk casually stumble street performance see play snack shop vendor 

 location absolutely fabulous"
2.0,1,0,1,"wow thing change location come regular basis friend year wait lunch today surprised deterioration customer service ,.our server smile unwilling recommendation offer tea come server friendly give suggestion offer tea 

 food okay probably well treat well   notice tape bench leather vinyl wear look tacky 

 favorite lunch spot long case"
3.0,2,1,0,"got estimate go plumber high quote NUM plumber interview job 
 prompt communication 

 consider future job   reliable pay"
5.0,0,0,0,good mexican food florida   day try love come
4.0,0,0,0,real thai food spicy ask pet pet like soup curry excellent flavor runny thai curry super thrilled eggroll girlfriend get veggie one meat one well
5.0,1,0,2,"wife jump school bus wedding guest winery brewery tour amazing perfect choice pre wedding wine beer tour wedding transportation goleta circle bar b ranch guest stay town darin sierra wonderful job communicate washington dc plan wedding itinerary flexible trip time minute adjustment number town guest change suddenly 

 darin sierra attention detail quality darin stop winery meet ensure expect driver extremely knowledgeable area good suggestion day 

 pick well choice winery brewery day tour wedding day transportation jump school bus highly recommend"
4.0,0,0,0,"great spot town guest chicago friend fall love burger incredible boozy shake like time horchata shake honestly dream like week super centrally locate quick walk wash ave downtown attraction great vibe prefer table upstairs sit community table ground floor 

 burger selection great pretty heart desire mac n cheese patty burger bison burger turkey burger literally try ton let flavor combination waiter super honest good way ask well x y go jerk equally good honest opinion love 

 unique aspect bailey range burger showdown remember technical term week featured burger go new burger recipe cool lot restaurant 

 reason give 4/5 star instead 5/5 couple instance visit alarming request burger medium medium rare turn little eat expect"
5.0,0,0,0,possibly good breakfast sandwich   biscuit   oh gosh good
1.0,0,0,0,"place suck oracle wetmore usually move university location close sorry silver lose business forever 

 order sandwich large homesteak   green onion accidentally type onion instead pepper come sandwich bozo proceed green manager laugh like big deal 
 second hot homesteak sandwich cold sit hour guess right take hour food hot sandwich wrap proper wrapping warm 
 lastly employee get rude check time order proceed scold get minute ago talk customer buddy 

 goodbye silver"
5.0,2,0,0,time grace hair fabulous hair difficult super long super thick great atmosphere modern clean snobbiness   totally reasonable pricing highly recommend
5.0,1,0,0,food good take advantage sunday buffet include fried chicken green smother steak corn cabbage     cozy actually think eat grandmother house   fine dining establishment   price fair highly recommend local worth wait place exceed expectation
5.0,0,0,0,order passion passport love contain passion fruit juice blend bananas pineapple mango juice blend papaya juice blend raw cane sugar delicious refreshing
5.0,0,0,0,thoroughly enjoy private tour today carrie rainy visitor   knowledge passion civil war captivate battle franklin deserve memorial
5.0,0,0,0,good service town good price phone feel good call fast glass want charge NUM $ NUM $ time look find guy call moment pick treat wonderfully charge NUM $ worth price chip windshield spidere worried ticket fit day vaccume wipe inside car wash window waiting area cozy tea water free sucker treat like person dumb girl like fast glass ill definitely go
1.0,13,19,6,"positively livid 

 go check account balance overdraft fee $ NUM 
 happen card decline large fee deduct account 

 call td sit hold NUM minute kind time grant guy nice helpful mention wait time bring ask fee say aware td bank new policy insufficient fund card decline run charge overdraft fee 
 oh thank tell jerk 

 salty word unacceptable public domain stop 

 needless switch bank 

 sort update 
 think yelper like know night deposit cash account atm flip camera 
 td"
4.0,0,0,0,"stay point NUM night november business   nice hotel good experience 

 check breeze   good price room sheraton spg member aaa discount include free breakfast   hotel literally NUM minute airport hotel right block 

 staff friendly helpful   room fine parking easy quiet night"
4.0,1,0,0,locate right union station metro stop walk distance downtown metro able place good deal weekend   price spike week business peep fly company pay bill   room clean bed super comfy ton pillow sure way heart   bathroom large tub white towel people   subtract star cause coffee machine room suck door thin hear people child hall way early morning   main lobby cool place tho   definitely worth check area
5.0,1,0,1,"fine mexican food fried fish taco wonderful food big regret buy red sauce birria home 

 air conditioning ceiling fan know necessarily helpful monsoon season food definitely worth trip"
5.0,0,0,0,active runner shoe life force endurance house fantastic selection shoe runner   staff nice helpful set apart store check shoe well suit stride reduce injury   happily come know good price great pair shoe personalize help
4.0,0,0,2,"super lunch option 
 watch yoga mat 
 will miss meat 

 lunch strange hipcity open thing meat eater mean like meal earth burger maybe fajita wrap good 

 menu great buffalo bella crispy hipcity ranch amazing sandwich alternative especially pair green lemonade groothie delicious stand afternoon want spend buck 

 okay suffice food great staff friendly busy come line order congestion bad register 

 issue hipcity time nearly impossible figure stand wait order wait food people kind convene awkward line door small space hard rectify line door tend walk long wait efficient difficult navigate interior"
1.0,0,0,0,"place post hour include 10pm closing time 

 walk 8:30 soon get counter guy say kitchen closed grill fryer etc cover 

 kitchen close door restaurant unlocked 

 secondly case walk 9:55pm 8:30 ridiculous"
5.0,0,0,0,contest good chinese good area owner incredibly nice wonton wait treat
5.0,5,0,0,"rosemary grill favorite resaurant   wife mother law rosemary grill reason   menu extensive   classic american food category prepare fresh delicious great care attention detail lack common chain restaurant   traditional turkish cuisine good kebab   rosemary family own business treat like family   make rosemary saturday night place   weekend wife take mother law rosemary grill dinner   well time   try mixed grill kebab platter   lamb chicken adana gyro kebab meat tender expertly spiced grill shepherd salad grill half tomato rice course flat bread   adana kebab particularly tender juicy tasty   adana kebab order   share taste mother law love   mom law crab cake enjoy   wife french onion soup rave order   roast turkey mashed potato cranberry sauce corn   love platter   comment gravy especially good   portion size huge love left over home   honestly restaurant area good quality entree side salad bar drink try rice pudding   eat time breakfast lunch dinner continue favorite place   waitstaff owner feel right home warm welcoming friendly   good thing  

 send ipad"
4.0,0,0,0,friendly staff nice environment crowd light surprisingly time go $ 3.50 margarita NUM tuesdays pretty good
2.0,0,1,0,walk will place open NUM   get basic general tso come close pass test   east cuisine
3.0,0,0,0,pretentious haughty superior attitude waiter give place star possibly seriously kind attitude exactly leave new york want order bottle wine ask suggestion answer want spend ummm excuse happy recommendation let find price point comfortable smile meal service find necessary correct point preference snob food good thing great blueberry lasagna superb chocolate confection dessert hope waiter
4.0,0,0,0,flavor continue surprise bananas foster pear champagne sorbet blueberry fig sorbet cassis sorbet flavor good cassis start subtly flavor gradually know eat well taste worth come group friend sample frozen happiness
5.0,0,0,1,"best pizza hand 

 love peep run place hockey player ask pop nose adorable tough nail wife funny 

 sausage mozzarella   god help mispronounce ricotta 

 pizza fab eat crust rarity family   dab olive oil mayb ask viniagrette dip"
4.0,1,1,0,friendly sale staff mike helpful take ride razors know NUM
3.0,0,0,0,actually eat month food good service compliment fall love zucchini muffin leave stash purse know later price cheap fantastic frozen yogurt bar unlimited topping fun yum yum
1.0,1,0,0,"come eat end wait half hour order server completely ignore take order table roll contain extra list menu roll surprise have sweet mustard sauce taste good 
 bright actually get order long"
4.0,0,0,0,restaurant nicely decorate clean enjoy meal fried green tomato perfectly season sauce serve delicious arrive meal friend chicken salad fried bologna sandwich cheeseburger share peach cobbler dessert disappoint ice cream
3.0,0,0,0,food good cafe extremely dirty probably return clean place
5.0,1,0,0,like place delicious portion big chicken parm yummy wait try stuff
3.0,0,0,0,bad little burger joint get bacon cheeseburger bacon cook perfect perfect thickness bun great toasted crust fry good chocolate shake NUM complaint wish burger juicy wish pay tiny burger portion serve wish leave place smell like burger grease
3.0,0,1,0,decide place shot read review yelp place dead shot food okay well actually leave go street charlie place pack bite redtop pizza curse come want sit meal place nice want good pizza charlie
4.0,4,2,2,"shop location wild oats imagine thing swear get well merger chain 

 love produce seafood cheese personal care section ton o natural cosmetic handmade soap like bring salad bar cool month beat hit foods post yoga lunch soup salad deli salad sampler plate carrot ginger split pea corn chowder soup good sure bet curry tofu salad pretty deli tofu item sushi box cookie recent find lavender soda kinda dry relax"
5.0,0,0,0,omg mediterranean chicken quesadilla awesome sauce definitely recommend enjoy fresh greek food
5.0,0,0,0,love place gorgeous spacious modern design clean love amanda sal purchase include mod atty newbie issue time time device device work apart figure newbie ish lol help vaping wide variety juice mod atty taste get try sorry love spot
5.0,0,0,0,need know taste great practically try breakfast come conclusion spot breakfast gripe monte cisto worth price way price know truffle oil reason damn expensive egg piece toast sauce order worth drop price $ NUM worth taste great jebb open face huevos ranchero favs enjoy oh coffee addict reservation early NUM min u think u hungry
1.0,0,0,0,experience place call night ask sell deboned duck man phone say request day call follow morning ask pick plain debone duck incompetent girl answer trouble get order clear pick order come home find give duck stuff ask call place thy offer compensation sort trade right hour dinner time butcher shop thirty minute away shame food place overshadow terrible customer service
5.0,1,0,0,"visit preserve today base review pleased  

 hike great lot wildlife nature clearly mark path 
 bird prey aviary wonderful learning center present educational information beautiful manner ac nice break hike  

 way mid afternoon lucky bird close handler 

 staff volunteer friendly helpful"
3.0,0,0,0,diner north wilmington probably bad totally ordinary diner fare come swim meet particularly good bad place
4.0,0,0,0,love food service decor minute walk late lunch greet huge smile warm welcome manager server christina think delightful beer selection great chicken rabe sandwhich pepperoni pizza sandwhich good tasty foccacia bread pizza superb   love taste definately problem NUM year old picky chidren menu
3.0,0,0,0,"regularly student salon hair cut styling 

 long fine straight asian hair mixed result aveda institute expect consider different stylist case 

 know student stylist expect perfection expect cut inordinately long time compare seasoned professional cut style take NUM hour basic cut price include massaging wash cut blowdry style plus stylist time check teacher sure cut go way want plus stylist aveda institute professional commit service case school price right"
4.0,1,0,0,"good food friendly folk 
 come 
 quick good portion 
 tip seat outside"
5.0,1,0,0,great food friendly service definitely menu variety great   monte cristo crepe absolutely amazing
4.0,1,0,0,"nice alternative cafe du monde beignet good well real kicker line 

 calm little oasis bourbon st. grant 8:30 street garbage man street washer 

 early holiday experience live music sadly 

 breakfast share crawfish omelet cajun hashbrown write home beignet stuff matter"
3.0,0,0,0,well prepare sushi inthe city longshot quick mean quick cheap sushi long menu mixx great
1.0,1,0,0,completely unprofessional pathetic call week price quote battery brake speak nice- give quote fairly low close shop today schedule time come prick answer phone mike nick frankly care call tell battery close price blame quote say know come price tell like speak say will battery price bye bye hung phone people walmart deal asshole
1.0,1,0,0,"recommend place big mistake have customer service department rely sale team provide customer service mean time try voicemail sale guy sell job leave numerous occassion incredibly frustrate answer leave manager voicemail big surprise answer decency sale person 

 purchase car july promise numerous thing car purchase tint rear window remove view blurry pass inspection come sign paper notice windshield tell remove time paperwork tell price go high original agreement sale manager math wrong previous day run number tell fault pay agree speak manager get sort 

 sit office 2.5 hour finally tell unable start take tint bring car drop friday let weekend sale guy call saturday night tell get finish bring leave live NUM minute dealership easily insist give loaner car day sure day process previous experience 2.5 week later able provide say car drop vehicle go pick finish car tint leave windshield 

 know bring car service kind service provide rain have trunk leak call check service department cover warranty get run service department say know ok able tell forward correct person get know need bring look submit warranty company gets accept thank previous experience bring car serviced 

 invest customer service department handle complaint professional timely matter way leave sale department sale guy good appreciate help give help entire process good look management"
5.0,1,0,0,love restaurant owner nice family food delicious favorite bacon pizza love play room kid play wait food
5.0,0,0,0,omg sooooo good fried rice gorgeous    good price good food good asian restaurant town
3.0,2,0,0,"harry blue bell nice spot stop day ago quick dinner tuck corner shopping center easy miss pack like place local inside nice small table entire place service okay 

 beer selection good price beer food menu bit limited basic bar food wife go bbq pull pork go chicken honey mustard wrap bbq pork good bun nicely toast sauce overly sweet liking wrap fresh good spectacular fry hot crispy kale slaw fantastic small portion 

 overall decent meal way area stop solid NUM star"
5.0,2,1,2,update complaint review kajuns smoke instal couple smoke eater air extremely breathable people like sensitivity cigarette smoke previously headache smoke stay kajuns long will not hardly notice people smoke sit inside bar leave different story clothe smell like smoke compromise willing go dedicated kajuns staff improve experience customer thank kajuns
5.0,0,0,0,friend work connoisseur good food st. louis area introduce nice restaurant brio like start complimentary bread chip bruschetta pasta salad beautiful place service add charm
1.0,0,0,0,bad place tucson   cold food rude service right idea fail deliver
5.0,3,0,0,"huge fan gennaro get thin crust sweet rich tomato sauce w fresh mozzarella cheese meatball excellent love decor vintage adorable 

 disappoint gennaro"
5.0,0,0,0,"stop monday NUM pm place pretty   bartender friendly attentive   bar stocked drinker   food food fantastic   order pear gorgonzola melt   fit amazingness plate impressive   clientele age background great 

 nutshell   definitely check place good sandwich good price ~$10 catch footy game"
